Id,Cond,Phrase,Emoji,Sent,Group,Block
90,c,Entrei numa briga feia,🧜‍♂️,90c.png,1,1
19,c,Eu gastei todo o dinheiro,🧲,19c.png,1,1
110,a,Eu quase morri de susto,😱,110a.png,1,1
97,b,Nós temos uma novidade,🤰,97b.png,1,1
87,a,Precisamos ter cuidado,👀,87a.png,1,1
107,a,Preparei com muito amor,🩷,107a.png,1,1
150,a,Tem uma mancha na blusa,👕,150a.png,1,1
31,c,O vento está bom agora,🐘,31c.png,1,1
95,b,Adoro explorar a cidade,🛴,95b.png,1,1
120,c,A berinjela não está boa,🐎,120c.png,1,1
12,b,Ela está indo se vestir,👠,12b.png,1,1
51,a,Mal consigo agachar hoje,🧎‍♂️,51a.png,1,1
62,c,Esqueci a panela aberta,🪝,62c.png,1,1
149,b,Meu cachorro se machucou,🐍,149b.png,1,1
124,a,Eu sujei o sapato todo,👞,124a.png,1,1
99,b,Eu acordei cansado hoje,🕺,99b.png,1,1
129,c,A mulher quase desmaiou,🦜,129c.png,1,1
57,a,Eu preciso me refrescar,🌬️,57a.png,1,1
109,b,Ele escorregou da escada,🛹,109b.png,1,1
41,c,Elas vão aproveitar o sol,🫑,41c.png,1,1
55,c,Preciso guardar as forças,🗝️,55c.png,1,1
21,a,Eu não suporto o inverno,❄️,21a.png,1,1
61,b,O mar está muito quieto,🎣,61b.png,1,1
35,c,Eu amo tanto esse artista,🧭,35c.png,1,2
105,b,Dormi em poucos segundos,💊,105b.png,1,2
75,b,Eu mal consigo respirar,🏃‍♂️,75b.png,1,2
32,a,Eu tenho pavor de mato,🌱,32a.png,1,2
94,c,Nós saímos depois da aula,🚛,94c.png,1,2
46,a,Ela me impressionou muito,😮,46a.png,1,2
70,c,O problema é a lanterna,🥓,70c.png,1,2
136,c,O som alto me despertou,🌏,136c.png,1,2
81,b,A praia está interditada,🦈,81b.png,1,2
65,a,A parede foi vandalizada,🧱,65a.png,1,2
15,a,O nosso avião se atrasou,✈️,15a.png,1,2
39,c,Eu te trouxe um presente,🧬,39c.png,1,2
22,a,Não irei ao escritório,🏢,22a.png,1,2
102,b,Bati o carro na viagem,🐄,102b.png,1,2
20,b,Eles entraram no mercado,🔫,20b.png,1,2
1,c,O evento foi cancelado,🪐,1c.png,1,2
118,b,Estou ocupado nesse dia,🧘‍♂️,118b.png,1,2
93,a,Quero comidas saudáveis,🥗,93a.png,1,2
131,b,Ela não consegue te ouvir,🎶,131b.png,1,2
108,b,Eu conquistei o troféu,🎳,108b.png,1,2
2,c,Eu admiro aquele homem,🥪,2c.png,1,2
78,a,Tive uma crise alérgica,😷,78a.png,1,2
107,b,Preparei com muito amor,👨‍🍳,107b.png,2,1
75,c,Eu mal consigo respirar,🎪,75c.png,2,1
109,c,Ele escorregou da escada,🧨,109c.png,2,1
80,a,Ensaiar me cansa demais,😵,80a.png,2,1
86,a,Eu não poderia ser médica,👩‍⚕️,86a.png,2,1
20,c,Eles entraram no mercado,📡,20c.png,2,1
99,c,Eu acordei cansado hoje,🦪,99c.png,2,1
149,c,Meu cachorro se machucou,🧞‍♂️,149c.png,2,1
91,a,Tive um dia entediante,🙄,91a.png,2,1
115,a,O barco bateu numa pedra,🪨,115a.png,2,1
97,c,Nós temos uma novidade,🍥,97c.png,2,1
9,a,Os alunos foram expulsos,🧑‍🏫,9a.png,2,1
65,b,A parede foi vandalizada,👶,65b.png,2,1
81,c,A praia está interditada,🍓,81c.png,2,1
92,a,Meu colesterol está alto,⬆️,92a.png,2,1
68,a,Não é meu dia de sorte,🍀,68a.png,2,1
106,a,Nós ganhamos alguns ovos,🥚,106a.png,2,1
95,c,Adoro explorar a cidade,⛓️,95c.png,2,1
105,c,Dormi em poucos segundos,🎈,105c.png,2,1
83,a,O personagem foi morto,⚰️,83a.png,2,1
116,a,Meus olhos estão ardendo,👁️,116a.png,2,1
50,a,Eu adorei a adrenalina,⚡,50a.png,2,1
102,c,Bati o carro na viagem,🍚,102c.png,2,1
22,b,Não irei ao escritório,⛳,22b.png,2,2
93,b,Quero comidas saudáveis,🍟,93b.png,2,2
12,c,Ela está indo se vestir,🐐,12c.png,2,2
61,c,O mar está muito quieto,🚞,61c.png,2,2
77,a,Vou à floresta mais tarde,🌳,77a.png,2,2
110,b,Eu quase morri de susto,🕷️,110b.png,2,2
51,b,Mal consigo agachar hoje,🚵,51b.png,2,2
108,c,Eu conquistei o troféu,🔐,108c.png,2,2
32,b,Eu tenho pavor de mato,🪲,32b.png,2,2
46,b,Ela me impressionou muito,🏈,46b.png,2,2
150,b,Tem uma mancha na blusa,🍷,150b.png,2,2
98,a,Nós estamos sem internet,🛜,98a.png,2,2
87,b,Precisamos ter cuidado,🦂,87b.png,2,2
118,c,Estou ocupado nesse dia,🥜,118c.png,2,2
124,b,Eu sujei o sapato todo,💩,124b.png,2,2
21,b,Eu não suporto o inverno,🤒,21b.png,2,2
34,a,Comprei um brinquedo caro,💰,34a.png,2,2
78,b,Tive uma crise alérgica,🦐,78b.png,2,2
57,b,Eu preciso me refrescar,🏊‍♀️,57b.png,2,2
146,a,Eles bateram continência,🫡,146a.png,2,2
131,c,Ela não consegue te ouvir,🌉,131c.png,2,2
15,b,O nosso avião se atrasou,🌨️,15b.png,2,2
15,c,O nosso avião se atrasou,🥼,15c.png,3,1
80,b,Ensaiar me cansa demais,🩰,80b.png,3,1
101,a,Ela já pôs tudo em caixas,📦,101a.png,3,1
146,b,Eles bateram continência,👮‍♀️,146b.png,3,1
119,a,Eu fui parar no hospital,🏥,119a.png,3,1
50,b,Eu adorei a adrenalina,🧗,50b.png,3,1
91,b,Tive um dia entediante,🛀,91b.png,3,1
115,b,O barco bateu numa pedra,⛲,115b.png,3,1
44,a,Calculei cada milímetro,📐,44a.png,3,1
21,c,Eu não suporto o inverno,🪀,21c.png,3,1
78,c,Tive uma crise alérgica,🏰,78c.png,3,1
4,a,Eu estava com tanto calor,🥵,4a.png,3,1
93,c,Quero comidas saudáveis,🏺,93c.png,3,1
74,a,A cidade ficou destruída,🏚️,74a.png,3,1
22,c,Não irei ao escritório,👾,22c.png,3,1
104,a,Presenteei vários amigos,🫂,104a.png,3,1
32,c,Eu tenho pavor de mato,🕌,32c.png,3,1
51,c,Mal consigo agachar hoje,📀,51c.png,3,1
77,b,Vou à floresta mais tarde,🪓,77b.png,3,1
107,c,Preparei com muito amor,🎱,107c.png,3,1
106,b,Nós ganhamos alguns ovos,🐇,106b.png,3,1
135,a,O horário já está próximo,⌛,135a.png,3,1
98,b,Nós estamos sem internet,🌧️,98b.png,3,1
116,b,Meus olhos estão ardendo,🧅,116b.png,3,2
83,b,O personagem foi morto,🗡️,83b.png,3,2
46,c,Ela me impressionou muito,🫒,46c.png,3,2
68,b,Não é meu dia de sorte,🩹,68b.png,3,2
9,b,Os alunos foram expulsos,🚬,9b.png,3,2
64,a,Discutimos ontem à noite,🌙,64a.png,3,2
66,a,Voar não é seguro agora,🛫,66a.png,3,2
110,c,Eu quase morri de susto,🥋,110c.png,3,2
124,c,Eu sujei o sapato todo,🫁,124c.png,3,2
34,b,Comprei um brinquedo caro,💻,34b.png,3,2
92,b,Meu colesterol está alto,🍔,92b.png,3,2
57,c,Eu preciso me refrescar,🚁,57c.png,3,2
86,b,Eu não poderia ser médica,🩸,86b.png,3,2
10,a,Ele não vai beber hoje,🍸,10a.png,3,2
49,a,Espero ganhar uma grana,🪙,49a.png,3,2
87,c,Precisamos ter cuidado,⛄,87c.png,3,2
148,a,Ele comeu toda a carne,🥩,148a.png,3,2
27,a,Nós vimos um filme juntos,🎬,27a.png,3,2
69,a,Ele me faz espirrar muito,🤧,69a.png,3,2
150,c,Tem uma mancha na blusa,📹,150c.png,3,2
138,a,Soube durante o almoço,🍲,138a.png,3,2
65,c,A parede foi vandalizada,📈,65c.png,3,2
68,c,Não é meu dia de sorte,🥽,68c.png,4,1
104,b,Presenteei vários amigos,🎅,104b.png,4,1
47,a,Venci todos os oponentes,👑,47a.png,4,1
44,b,Calculei cada milímetro,🔬,44b.png,4,1
45,a,Os vídeos me comoveram,🥹,45a.png,4,1
37,a,Ela marcou horário hoje,🕰️,37a.png,4,1
106,c,Nós ganhamos alguns ovos,📘,106c.png,4,1
84,a,Nós procuramos o monstro,🔍,84a.png,4,1
148,b,Ele comeu toda a carne,🐆,148b.png,4,1
34,c,Comprei um brinquedo caro,⛑️,34c.png,4,1
135,b,O horário já está próximo,🚉,135b.png,4,1
119,b,Eu fui parar no hospital,🫀,119b.png,4,1
49,b,Espero ganhar uma grana,🐯,49b.png,4,1
132,a,Estou me sentindo tonto,🫨,132a.png,4,1
100,a,Ele dirigiu o dia todo,🚗,100a.png,4,1
92,c,Meu colesterol está alto,🫏,92c.png,4,1
24,a,Ela caiu com a bicicleta,🚲,24a.png,4,1
98,c,Nós estamos sem internet,🩴,98c.png,4,1
52,a,Eu cheguei no meu limite,🫸,52a.png,4,1
69,b,Ele me faz espirrar muito,🐩,69b.png,4,1
64,b,Discutimos ontem à noite,☎️,64b.png,4,1
80,c,Ensaiar me cansa demais,🚃,80c.png,4,1
91,c,Tive um dia entediante,🦫,91c.png,4,1
130,a,Ela mora distante daqui,🏘️,130a.png,4,2
138,b,Soube durante o almoço,🗞️,138b.png,4,2
115,c,O barco bateu numa pedra,🦖,115c.png,4,2
4,b,Eu estava com tanto calor,🍹,4b.png,4,2
50,c,Eu adorei a adrenalina,🪥,50c.png,4,2
83,c,O personagem foi morto,🍋‍🟩,83c.png,4,2
66,b,Voar não é seguro agora,🦠,66b.png,4,2
146,c,Eles bateram continência,🎎,146c.png,4,2
27,b,Nós vimos um filme juntos,🧟,27b.png,4,2
9,c,Os alunos foram expulsos,🧺,9c.png,4,2
77,c,Vou à floresta mais tarde,🪅,77c.png,4,2
122,a,Ele contou uma história,💬,122a.png,4,2
17,a,Eu esqueci minha chave,🔑,17a.png,4,2
86,c,Eu não poderia ser médica,🦤,86c.png,4,2
116,c,Meus olhos estão ardendo,🎩,116c.png,4,2
74,b,A cidade ficou destruída,🌪️,74b.png,4,2
103,a,Eu acordo ao som do galo,🐓,103a.png,4,2
10,b,Ele não vai beber hoje,🚘,10b.png,4,2
53,a,Eu nunca consigo ver TV,📺,53a.png,4,2
123,a,Ele precisa de atenção,⚠️,123a.png,4,2
101,b,Ela já pôs tudo em caixas,🚚,101b.png,4,2
60,a,Nós vamos varrer o salão,🧹,60a.png,4,2
16,a,O operário se distraiu,👷,16a.png,5,1
36,a,Esse restaurante é famoso,🍴,36a.png,5,1
141,a,Eu estou todo arranhado,🤕,141a.png,5,1
27,c,Nós vimos um filme juntos,🖍️,27c.png,5,1
132,b,Estou me sentindo tonto,🤸,132b.png,5,1
135,c,O horário já está próximo,📏,135c.png,5,1
79,a,Eu tenho medo de altura,😰,79a.png,5,1
114,a,Eu fiz uma parada rápida,🛑,114a.png,5,1
130,b,Ela mora distante daqui,🦘,130b.png,5,1
103,b,Eu acordo ao som do galo,🧑‍🌾,103b.png,5,1
84,b,Nós procuramos o monstro,🧛,84b.png,5,1
8,a,As ondas estavam altas,🌊,8a.png,5,1
53,b,Eu nunca consigo ver TV,👨‍💻,53b.png,5,1
73,a,O queijo está todo furado,🧀,73a.png,5,1
138,c,Soube durante o almoço,👗,138c.png,5,1
52,b,Eu cheguei no meu limite,📚,52b.png,5,1
66,c,Voar não é seguro agora,💐,66c.png,5,1
47,b,Venci todos os oponentes,🥊,47b.png,5,1
148,c,Ele comeu toda a carne,⚕️,148c.png,5,1
122,b,Ele contou uma história,🤥,122b.png,5,1
101,c,Ela já pôs tudo em caixas,🐉,101c.png,5,1
104,c,Presenteei vários amigos,☁️,104c.png,5,1
126,a,Eu passei no food-truck,🚐,126a.png,5,1
74,c,A cidade ficou destruída,🐝,74c.png,5,2
139,a,Estou ligado na tomada,🔌,139a.png,5,2
100,b,Ele dirigiu o dia todo,🚒,100b.png,5,2
23,a,O menino quebrou o dente,🦷,23a.png,5,2
64,c,Discutimos ontem à noite,🚂,64c.png,5,2
60,b,Nós vamos varrer o salão,🎊,60b.png,5,2
49,c,Espero ganhar uma grana,🥾,49c.png,5,2
123,b,Ele precisa de atenção,👴,123b.png,5,2
119,c,Eu fui parar no hospital,🧊,119c.png,5,2
45,b,Os vídeos me comoveram,👰‍♀️,45b.png,5,2
76,a,Saí correndo do prédio,🏬,76a.png,5,2
44,c,Calculei cada milímetro,🪑,44c.png,5,2
67,a,Meus pés estão queimando,🦶,67a.png,5,2
71,a,Eu me abriguei na barraca,⛺,71a.png,5,2
4,c,Eu estava com tanto calor,🥔,4c.png,5,2
24,b,Ela caiu com a bicicleta,🩼,24b.png,5,2
5,a,Eles aproveitaram a festa,🎉,5a.png,5,2
37,b,Ela marcou horário hoje,💅,37b.png,5,2
88,a,Os navios estão chegando,🚢,88a.png,5,2
69,c,Ele me faz espirrar muito,🍎,69c.png,5,2
10,c,Ele não vai beber hoje,🐦‍⬛,10c.png,5,2
17,b,Eu esqueci minha chave,👖,17b.png,5,2
147,a,Meu trabalho é exaustivo,🤦,147a.png,6,1
79,b,Eu tenho medo de altura,🎡,79b.png,6,1
123,c,Ele precisa de atenção,⌨️,123c.png,6,1
33,a,Minha cabeça está doendo,🤯,33a.png,6,1
60,c,Nós vamos varrer o salão,🏔️,60c.png,6,1
132,c,Estou me sentindo tonto,💼,132c.png,6,1
76,b,Saí correndo do prédio,🧯,76b.png,6,1
29,a,Ele caminhou pela cidade,🚶,29a.png,6,1
137,a,Estou em total desespero,😫,137a.png,6,1
88,b,Os navios estão chegando,🏴‍☠️,88b.png,6,1
82,a,A exposição me fascinou,🤩,82a.png,6,1
8,b,As ondas estavam altas,🏄,8b.png,6,1
71,b,Eu me abriguei na barraca,🦟,71b.png,6,1
140,a,Eu gosto de ter companhia,😃,140a.png,6,1
24,c,Ela caiu com a bicicleta,🥕,24c.png,6,1
7,a,O Brasil foi derrotado,🇧🇷,7a.png,6,1
72,a,Eu já tenho o meu voto,🗳️,72a.png,6,1
23,b,O menino quebrou o dente,🍭,23b.png,6,1
47,c,Venci todos os oponentes,🪸,47c.png,6,1
67,b,Meus pés estão queimando,🪼,67b.png,6,1
37,c,Ela marcou horário hoje,🥥,37c.png,6,1
52,c,Eu cheguei no meu limite,🔮,52c.png,6,1
48,a,Ela foi aplaudida de pé,👏,48a.png,6,1
5,b,Eles aproveitaram a festa,🥂,5b.png,6,2
16,b,O operário se distraiu,🔥,16b.png,6,2
53,c,Eu nunca consigo ver TV,💈,53c.png,6,2
122,c,Ele contou uma história,🍋,122c.png,6,2
113,a,O ônibus parou no caminho,🚌,113a.png,6,2
103,c,Eu acordo ao som do galo,🦞,103c.png,6,2
56,a,Decidi escapar da dieta,🥬,56a.png,6,2
17,c,Eu esqueci minha chave,🎆,17c.png,6,2
13,a,Conversamos a noite toda,🌃,13a.png,6,2
139,b,Estou ligado na tomada,☕,139b.png,6,2
130,c,Ela mora distante daqui,🧢,130c.png,6,2
45,c,Os vídeos me comoveram,📫,45c.png,6,2
100,c,Ele dirigiu o dia todo,🍈,100c.png,6,2
85,a,O satélite encontrou algo,🛰️,85a.png,6,2
114,b,Eu fiz uma parada rápida,⛽,114b.png,6,2
84,c,Nós procuramos o monstro,🍍,84c.png,6,2
54,a,Minha perna está dolorida,🦵,54a.png,6,2
36,b,Esse restaurante é famoso,🍣,36b.png,6,2
141,b,Eu estou todo arranhado,🐈,141b.png,6,2
127,a,Elas saíram com a bolsa,👜,127a.png,6,2
73,b,O queijo está todo furado,🐁,73b.png,6,2
126,b,Eu passei no food-truck,🌭,126b.png,6,2
147,b,Meu trabalho é exaustivo,👨‍🏭,147b.png,7,1
72,b,Eu já tenho o meu voto,⚒️,72b.png,7,1
67,c,Meus pés estão queimando,🎟️,67c.png,7,1
79,c,Eu tenho medo de altura,📄,79c.png,7,1
58,a,Ele é o melhor do mundo,🥇,58a.png,7,1
137,b,Estou em total desespero,📝,137b.png,7,1
121,a,Você é um atleta incrível,👌,121a.png,7,1
42,a,Eu não consigo sair agora,🙅‍♂️,42a.png,7,1
96,a,Eu fui pega de surpresa,🫢,96a.png,7,1
88,c,Os navios estão chegando,🏗️,88c.png,7,1
126,c,Eu passei no food-truck,🐪,126c.png,7,1
59,a,A água estava cristalina,💎,59a.png,7,1
113,b,O ônibus parou no caminho,🔧,113b.png,7,1
5,c,Eles aproveitaram a festa,🦛,5c.png,7,1
13,b,Conversamos a noite toda,💑,13b.png,7,1
125,a,Eu não gosto de boates,🪩,125a.png,7,1
16,c,O operário se distraiu,🦀,16c.png,7,1
6,a,O cheiro está fortíssimo,👃,6a.png,7,1
144,a,Tenho um encontro marcado,⌚,144a.png,7,1
85,b,O satélite encontrou algo,🛸,85b.png,7,1
54,b,Minha perna está dolorida,🛼,54b.png,7,1
133,a,A pista está bloqueada,🚧,133a.png,7,1
56,b,Decidi escapar da dieta,🍨,56b.png,7,1
23,c,O menino quebrou o dente,🥻,23c.png,7,2
141,c,Eu estou todo arranhado,🥡,141c.png,7,2
29,b,Ele caminhou pela cidade,🗽,29b.png,7,2
73,c,O queijo está todo furado,📿,73c.png,7,2
7,b,O Brasil foi derrotado,⚽,7b.png,7,2
38,a,Eu preciso comprar roupas,🛍️,38a.png,7,2
18,a,Eu não consigo te ligar,📞,18a.png,7,2
140,b,Eu gosto de ter companhia,🐶,140b.png,7,2
33,b,Minha cabeça está doendo,🍺,33b.png,7,2
127,b,Elas saíram com a bolsa,🚔,127b.png,7,2
114,c,Eu fiz uma parada rápida,🛢️,114c.png,7,2
71,c,Eu me abriguei na barraca,🎽,71c.png,7,2
25,a,A comida estava terrível,👎,25a.png,7,2
63,a,Já estou ouvindo os uivos,🐺,63a.png,7,2
48,b,Ela foi aplaudida de pé,🎹,48b.png,7,2
76,c,Saí correndo do prédio,🌍,76c.png,7,2
8,c,As ondas estavam altas,🚀,8c.png,7,2
139,c,Estou ligado na tomada,🍅,139c.png,7,2
11,a,Eu gosto de ficar em casa,🏠,11a.png,7,2
117,a,Eu estava suando bastante,💦,117a.png,7,2
82,b,A exposição me fascinou,🦕,82b.png,7,2
36,c,Esse restaurante é famoso,🎾,36c.png,7,2
117,b,Eu estava suando bastante,🏇,117b.png,8,1
48,c,Ela foi aplaudida de pé,⚓,48c.png,8,1
142,a,O banheiro está um horror,🚽,142a.png,8,1
56,c,Decidi escapar da dieta,🧙‍♂️,56c.png,8,1
26,a,A viagem foi tranquila,🧳,26a.png,8,1
89,a,Estou olhando as estrelas,🌠,89a.png,8,1
134,a,Eu adoro festas típicas,🥳,134a.png,8,1
85,c,O satélite encontrou algo,🍦,85c.png,8,1
40,a,O almoço já está pronto,✅,40a.png,8,1
121,b,Você é um atleta incrível,🤺,121b.png,8,1
30,a,Provei só uma colherada,🥄,30a.png,8,1
128,a,Outubro é um ótimo mês,👍,128a.png,8,1
3,a,Eu treinei muito ontem,🏋️‍♂️,3a.png,8,1
29,c,Ele caminhou pela cidade,🍪,29c.png,8,1
42,b,Eu não consigo sair agora,🧻,42b.png,8,1
145,a,A menina está brincando,👧,145a.png,8,1
43,a,Eu peguei o de chocolate,🍫,43a.png,8,1
140,c,Eu gosto de ter companhia,🪣,140c.png,8,1
38,b,Eu preciso comprar roupas,🧣,38b.png,8,1
25,b,A comida estava terrível,🌶️,25b.png,8,1
11,b,Eu gosto de ficar em casa,📖,11b.png,8,1
13,c,Conversamos a noite toda,📂,13c.png,8,1
111,a,Precisamos guardar o mel,🍯,111a.png,8,1
96,b,Eu fui pega de surpresa,💍,96b.png,8,2
18,b,Eu não consigo te ligar,🪫,18b.png,8,2
143,a,Meu amigo se formou agora,🎓,143a.png,8,2
72,c,Eu já tenho o meu voto,🥭,72c.png,8,2
54,c,Minha perna está dolorida,🎲,54c.png,8,2
14,a,Eles pagaram no cartão,💳,14a.png,8,2
133,b,A pista está bloqueada,🚑,133b.png,8,2
144,b,Tenho um encontro marcado,🍧,144b.png,8,2
112,a,Ela dorme de luz acesa,💡,112a.png,8,2
6,b,O cheiro está fortíssimo,🧦,6b.png,8,2
7,c,O Brasil foi derrotado,🍒,7c.png,8,2
63,b,Já estou ouvindo os uivos,🌕,63b.png,8,2
59,b,A água estava cristalina,🤿,59b.png,8,2
113,c,O ônibus parou no caminho,🧂,113c.png,8,2
33,c,Minha cabeça está doendo,🦡,33c.png,8,2
82,c,A exposição me fascinou,🛷,82c.png,8,2
125,b,Eu não gosto de boates,✝️,125b.png,8,2
147,c,Meu trabalho é exaustivo,🏵️,147c.png,8,2
127,c,Elas saíram com a bolsa,🥝,127c.png,8,2
137,c,Estou em total desespero,🎀,137c.png,8,2
58,b,Ele é o melhor do mundo,♟️,58b.png,8,2
28,a,Fomos à galeria de arte,🎨,28a.png,8,2
19,a,Eu gastei todo o dinheiro,💸,19a.png,9,1
94,a,Nós saímos depois da aula,✍️,94a.png,9,1
90,a,Entrei numa briga feia,🤬,90a.png,9,1
133,c,A pista está bloqueada,💋,133c.png,9,1
2,a,Eu admiro aquele homem,🧍‍♂,2a.png,9,1
30,b,Provei só uma colherada,🤢,30b.png,9,1
11,c,Eu gosto de ficar em casa,👢,11c.png,9,1
40,b,O almoço já está pronto,🍕,40b.png,9,1
1,a,O evento foi cancelado,❌,1a.png,9,1
35,a,Eu amo tanto esse artista,😍,35a.png,9,1
31,a,O vento está bom agora,🍃,31a.png,9,1
145,b,A menina está brincando,🛝,145b.png,9,1
70,a,O problema é a lanterna,🔦,70a.png,9,1
96,c,Eu fui pega de surpresa,🛡️,96c.png,9,1
120,a,A berinjela não está boa,🍆,120a.png,9,1
89,b,Estou olhando as estrelas,🔭,89b.png,9,1
6,c,O cheiro está fortíssimo,🐤,6c.png,9,1
136,a,O som alto me despertou,🔊,136a.png,9,1
3,b,Eu treinei muito ontem,🏀,3b.png,9,1
25,c,A comida estava terrível,🎠,25c.png,9,1
112,b,Ela dorme de luz acesa,👹,112b.png,9,1
143,b,Meu amigo se formou agora,🩺,143b.png,9,1
129,a,A mulher quase desmaiou,😵‍💫,129a.png,9,1
28,b,Fomos à galeria de arte,👫,28b.png,9,2
18,c,Eu não consigo te ligar,🕶️,18c.png,9,2
134,b,Eu adoro festas típicas,🌽,134b.png,9,2
111,b,Precisamos guardar o mel,🐜,111b.png,9,2
142,b,O banheiro está um horror,🪠,142b.png,9,2
55,a,Preciso guardar as forças,💪,55a.png,9,2
43,b,Eu peguei o de chocolate,🍩,43b.png,9,2
117,c,Eu estava suando bastante,🌾,117c.png,9,2
128,b,Outubro é um ótimo mês,🎃,128b.png,9,2
58,c,Ele é o melhor do mundo,🐠,58c.png,9,2
26,b,A viagem foi tranquila,🏍️,26b.png,9,2
42,c,Eu não consigo sair agora,🥛,42c.png,9,2
59,c,A água estava cristalina,🪈,59c.png,9,2
41,a,Elas vão aproveitar o sol,☀️,41a.png,9,2
14,b,Eles pagaram no cartão,🍻,14b.png,9,2
39,a,Eu te trouxe um presente,🎁,39a.png,9,2
125,c,Eu não gosto de boates,🛩️,125c.png,9,2
121,c,Você é um atleta incrível,🦗,121c.png,9,2
38,c,Eu preciso comprar roupas,🖨️,38c.png,9,2
62,a,Esqueci a panela aberta,🥘,62a.png,9,2
63,c,Já estou ouvindo os uivos,🏦,63c.png,9,2
144,c,Tenho um encontro marcado,🪟,144c.png,9,2
40,c,O almoço já está pronto,🩳,40c.png,10,1
105,a,Dormi em poucos segundos,🛌,105a.png,10,1
120,b,A berinjela não está boa,🐛,120b.png,10,1
41,b,Elas vão aproveitar o sol,👙,41b.png,10,1
129,b,A mulher quase desmaiou,💉,129b.png,10,1
20,a,Eles entraram no mercado,🏪,20a.png,10,1
1,b,O evento foi cancelado,☔,1b.png,10,1
99,a,Eu acordei cansado hoje,😴,99a.png,10,1
55,b,Preciso guardar as forças,🤼‍♂️,55b.png,10,1
19,b,Eu gastei todo o dinheiro,🎮,19b.png,10,1
136,b,O som alto me despertou,🎸,136b.png,10,1
61,a,O mar está muito quieto,🤫,61a.png,10,1
95,a,Adoro explorar a cidade,🏙️,95a.png,10,1
134,c,Eu adoro festas típicas,🚰,134c.png,10,1
62,b,Esqueci a panela aberta,🪳,62b.png,10,1
143,c,Meu amigo se formou agora,📍,143c.png,10,1
94,b,Nós saímos depois da aula,🫖,94b.png,10,1
30,c,Provei só uma colherada,🪂,30c.png,10,1
31,b,O vento está bom agora,🪁,31b.png,10,1
128,c,Outubro é um ótimo mês,🫗,128c.png,10,1
97,a,Nós temos uma novidade,🗣️,97a.png,10,1
118,a,Estou ocupado nesse dia,📆,118a.png,10,1
3,c,Eu treinei muito ontem,🍄,3c.png,10,1
70,b,O problema é a lanterna,🪰,70b.png,10,2
142,c,O banheiro está um horror,⚔️,142c.png,10,2
131,a,Ela não consegue te ouvir,👂,131a.png,10,2
2,b,Eu admiro aquele homem,🎻,2b.png,10,2
43,c,Eu peguei o de chocolate,⚾,43c.png,10,2
14,c,Eles pagaram no cartão,🐞,14c.png,10,2
111,c,Precisamos guardar o mel,🎵,111c.png,10,2
39,b,Eu te trouxe um presente,🍰,39b.png,10,2
81,a,A praia está interditada,🏖️,81a.png,10,2
90,b,Entrei numa briga feia,💵,90b.png,10,2
26,c,A viagem foi tranquila,🕸️,26c.png,10,2
112,c,Ela dorme de luz acesa,🪕,112c.png,10,2
109,a,Ele escorregou da escada,🪜,109a.png,10,2
89,c,Estou olhando as estrelas,📯,89c.png,10,2
102,a,Bati o carro na viagem,💥,102a.png,10,2
108,a,Eu conquistei o troféu,🏆,108a.png,10,2
149,a,Meu cachorro se machucou,🐕,149a.png,10,2
35,b,Eu amo tanto esse artista,🎷,35b.png,10,2
12,a,Ela está indo se vestir,🚶‍♀️‍➡️,12a.png,10,2
28,c,Fomos à galeria de arte,🔔,28c.png,10,2
75,a,Eu mal consigo respirar,😮‍💨,75a.png,10,2
145,c,A menina está brincando,☯️,145c.png,10,2